,0,0
0,0.90139814,90.13981402
1,0.795104961,79.51049611
2,0.739177439,73.91774392
3,0.529860945,52.9860945
4,0.48792687,48.79268702
5,0.911779445,91.17794453
6,0.604020755,60.40207554
7,0.278244751,27.82447513
8,0.823471599,82.3471599
9,0.646225895,64.62258953
10,0.340036737,34.00367367
11,0.727804264,72.78042639
12,0.503321363,50.33213625
13,0.14346893,14.346893
14,0.824069771,82.4069771
15,0.749765814,74.9765814
16,0.433560363,43.35603634
17,0.830484462,83.04844618
18,0.741129822,74.11298215
19,0.33656052,33.65605198
20,0.431258422,43.12584217
21,0.961982527,96.19825268
22,0.905209373,90.52093727
23,0.816068834,81.60688344
24,0.513446445,51.34464453
25,0.41521636,41.52163604
26,0.29758368,29.75836801
27,0.732510738,73.25107378
28,0.643236324,64.32363241
29,0.310629677,31.0629677
30,0.881596223,88.15962234
31,0.582185593,58.21855933
32,0.245655967,24.56559667
33,0.504233543,50.42335433
34,0.049356957,4.935695723
35,0.906358458,90.63584584
36,0.788718434,78.87184343
37,0.746469062,74.64690619
38,0.65981952,65.98195196
39,0.569043235,56.90432352
40,0.534088919,53.40889194
41,0.444766271,44.47662715
42,0.770615147,77.06151466
43,0.643942978,64.39429781
44,0.153253535,15.32535353
45,0.339670535,33.96705351
46,0.979205906,97.92059064
47,0.91832002,91.83200197
48,0.836013501,83.60135009
49,0.606741365,60.67413654
50,0.31895225,31.895225
51,0.931670437,93.16704368
52,0.838862783,83.8862783
53,0.790913196,79.09131956
54,0.397480958,39.74809582
55,0.886607048,88.66070477
56,0.813954992,81.39549918
57,0.75914233,75.91423299
58,0.528611259,52.86112586
59,0.31272492,31.27249195
60,0.908044938,90.80449378
61,0.561733414,56.17334136
62,0.419344709,41.9344709
63,0.927110244,92.71102437
64,0.730370819,73.03708194
65,0.466343346,46.63433458
66,0.96422454,96.422454
67,0.577035398,57.70353982
68,0.262956648,26.29566479
69,0.776377788,77.63777884
70,0.578924079,57.89240785
71,0.342217627,34.22176271
72,0.625338438,62.53384381
73,0.22747326,22.74732602
74,0.908247068,90.82470681
75,0.657802198,65.78021982
76,0.421896777,42.18967771
